InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-500109,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,4,2025-05-10 14:07:13,34.5,CUST-10870,United Kingdom
INV-503012,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-02-22 03:53:59,16.75,CUST-10509,United Kingdom
INV-502918,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-06-21 18:50:39,45.0,CUST-10415,France
INV-501160,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,5,2025-08-06 13:18:51,19.99,CUST-10408,United Kingdom
INV-503981,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-06-09 11:05:25,18.25,CUST-10295,United Kingdom
INV-503610,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-07-17 14:10:03,16.75,CUST-10953,United Kingdom
INV-502003,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-09-04 23:16:57,19.99,CUST-10626,United Kingdom
INV-501527,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-11-20 13:34:57,18.25,CUST-10202,United Kingdom
INV-501913,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-07-22 11:44:47,14.5,CUST-10575,France
INV-504341,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,3,2025-07-03 09:10:12,9.99,CUST-10914,United Kingdom
INV-503181,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-05-03 11:36:23,19.99,CUST-10984,United Kingdom
INV-503346,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-09-12 23:48:47,89.99,CUST-10795,United States
INV-502863,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-10-21 18:58:35,24.0,CUST-10847,United Kingdom
INV-500505,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,5,2025-10-07 23:16:06,18.25,CUST-10945,United Kingdom
INV-504250,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,4,2025-11-21 12:54:51,16.75,CUST-10738,United Kingdom
INV-502006,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-04-08 16:16:24,14.5,CUST-10361,United Kingdom
INV-504206,PROD-106,Leather Executive Notebook,Stationery,2,2025-07-17 03:33:23,22.5,CUST-10475,Germany
INV-502855,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-08-28 13:47:05,9.99,CUST-10303,United Kingdom
INV-503964,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-05-24 03:48:18,9.99,CUST-10184,United Kingdom
INV-501674,PROD-106,Leather Executive Notebook,Stationery,3,2025-04-07 09:36:00,22.5,CUST-10264,United Kingdom
INV-501190,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-07-20 04:16:16,34.5,CUST-10401,United Kingdom
C502392,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,-1,2025-05-04 23:14:14,18.25,CUST-10172,Germany
INV-501921,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-07-06 03:38:37,9.99,CUST-10877,United Kingdom
INV-504389,PROD-105,Noise-Cancelling Headphones,Electronics,12,2025-11-22 15:39:41,89.99,CUST-11106,United Kingdom
INV-502692,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-12-15 10:32:36,19.99,CUST-10906,United Kingdom
INV-504433,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-09-16 13:33:06,45.0,CUST-10345,United Kingdom
INV-501827,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,4,2025-05-28 18:28:00,19.99,CUST-11095,France
INV-502499,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-09-09 08:48:15,89.99,CUST-10807,United Kingdom
INV-500716,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-12-12 00:25:11,34.5,CUST-10207,United Kingdom
INV-500630,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,4,2025-05-27 14:47:13,24.0,CUST-11056,United Kingdom
INV-500084,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,5,2025-05-28 06:15:02,18.25,CUST-11132,Germany
INV-503768,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-12-18 13:53:30,24.0,CUST-10988,United Kingdom
INV-500736,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-07-18 20:31:45,45.0,CUST-10877,United Kingdom
INV-502707,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-11-04 12:54:49,34.5,CUST-10161,United Kingdom
INV-500226,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-05-08 23:12:13,89.99,CUST-10015,United Kingdom
INV-503357,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,3,2025-02-08 22:32:45,19.99,CUST-11037,United Kingdom
INV-501307,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-12-04 08:52:29,89.99,CUST-10742,United Kingdom
INV-504204,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-12-26 18:59:36,19.99,CUST-10245,United Kingdom
INV-504230,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-05-09 22:06:27,14.5,CUST-11069,United Kingdom
INV-504386,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-09-24 18:41:50,34.5,CUST-10554,United Kingdom
INV-503958,PROD-106,Leather Executive Notebook,Stationery,4,2025-05-31 21:53:18,22.5,CUST-11071,Spain
INV-501652,PROD-106,Leather Executive Notebook,Stationery,1,2025-10-25 19:16:47,22.5,CUST-10713,Spain
INV-501867,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-04-09 20:30:09,89.99,CUST-10141,United Kingdom
INV-500026,PROD-105,Noise-Cancelling Headphones,Electronics,5,2025-09-20 04:47:09,89.99,CUST-10449,United Kingdom
INV-500932,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-09-09 07:36:25,18.25,CUST-10972,United Kingdom
INV-503458,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,20,2025-05-24 11:42:56,9.99,CUST-10822,France
INV-500466,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-12-12 00:54:20,18.25,CUST-10115,United States
C502700,PROD-102,Wireless Ergonomic Mouse,Electronics,-2,2025-04-22 00:52:25,28.99,CUST-10875,United Kingdom
INV-501498,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-03-01 02:10:02,16.75,CUST-10513,United Kingdom
INV-500617,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,4,2025-01-02 00:37:43,34.5,CUST-10898,United Kingdom
INV-503777,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,3,2025-10-31 07:28:33,19.99,CUST-10012,United Kingdom
INV-502687,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-09-11 16:03:08,18.25,CUST-10276,United Kingdom
INV-501504,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-05-20 02:15:55,89.99,CUST-10915,United Kingdom
INV-503967,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-02-06 00:15:22,45.0,CUST-10892,France
INV-500179,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-06-09 20:03:51,89.99,CUST-10227,Germany
INV-502585,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-01-09 05:44:32,34.5,CUST-11169,Spain
C502069,PROD-106,Leather Executive Notebook,Stationery,-2,2025-08-21 10:42:06,22.5,CUST-10216,France
INV-500921,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-04-09 12:35:44,24.0,CUST-10748,United Kingdom
INV-503092,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-05-27 05:16:54,89.99,CUST-10293,United Kingdom
INV-501510,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-10-31 20:22:32,9.99,CUST-10767,United Kingdom
INV-503599,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-07-27 11:12:04,14.5,CUST-10280,United Kingdom
INV-503276,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,6,2025-05-11 10:44:58,34.5,CUST-11189,Germany
INV-502719,PROD-104,Organic Lavender Candle,Home Decor,1,2025-06-01 21:26:09,12.0,CUST-11166,United Kingdom
INV-501023,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-02-23 06:29:44,89.99,CUST-10497,Australia
INV-500151,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,4,2025-04-30 00:58:32,14.5,CUST-10976,Australia
INV-500012,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,4,2025-06-10 01:41:06,18.25,CUST-10749,United Kingdom
INV-500714,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-04-26 08:45:00,28.99,CUST-11120,United Kingdom
INV-503150,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,10,2025-03-16 21:52:23,9.99,CUST-10703,United States
INV-503625,PROD-102,Wireless Ergonomic Mouse,Electronics,10,2025-04-23 23:47:22,28.99,CUST-10967,United Kingdom
INV-500248,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-04-14 22:10:58,14.5,CUST-10268,Germany
INV-501144,PROD-106,Leather Executive Notebook,Stationery,2,2025-12-06 15:13:20,22.5,CUST-10208,Germany
INV-504482,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-09-11 17:32:20,34.5,CUST-10980,United Kingdom
INV-503343,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-08-15 23:35:54,18.25,CUST-10845,United Kingdom
INV-500720,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-04-22 00:39:47,14.5,CUST-10304,Germany
INV-503229,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-04-09 15:36:00,45.0,CUST-11011,United Kingdom
INV-501006,PROD-102,Wireless Ergonomic Mouse,Electronics,5,2025-06-02 16:27:21,28.99,CUST-10087,United Kingdom
INV-503298,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,4,2025-12-15 20:26:07,18.25,CUST-11143,United Kingdom
INV-502468,PROD-106,Leather Executive Notebook,Stationery,4,2025-12-04 00:29:59,22.5,CUST-11159,United Kingdom
INV-504119,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-07-13 09:52:28,18.25,CUST-10762,United Kingdom
INV-503813,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-11-06 09:24:55,16.75,CUST-10923,United Kingdom
INV-500537,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,3,2025-06-12 22:16:11,9.99,CUST-10722,France
INV-502824,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,3,2025-07-27 11:12:59,14.5,CUST-10010,United Kingdom
INV-502685,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-06-18 12:36:54,24.0,CUST-10438,United Kingdom
INV-501980,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-06-10 20:17:51,45.0,CUST-11033,United Kingdom
INV-500539,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,3,2025-03-09 18:59:04,34.5,CUST-10314,Australia
INV-503884,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,5,2025-10-16 21:49:51,16.75,CUST-10064,United Kingdom
INV-504053,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-10-04 01:11:37,34.5,,United Kingdom
INV-503199,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-10-31 01:23:28,89.99,CUST-10591,United Kingdom
INV-500483,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-05-15 04:40:20,14.5,CUST-10915,Germany
INV-501028,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,3,2025-07-14 19:52:28,14.5,CUST-10644,United Kingdom
INV-500051,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,5,2025-05-08 06:10:53,34.5,CUST-10194,Germany
INV-500242,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-02-02 08:06:42,24.0,CUST-10000,United Kingdom
INV-501686,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-06-25 08:07:16,89.99,,United Kingdom
INV-502821,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-01-22 18:39:16,45.0,CUST-10630,United Kingdom
INV-501840,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-08-26 16:44:23,18.25,CUST-10375,France
INV-500424,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-06-07 20:47:35,16.75,CUST-10289,United Kingdom
INV-502127,PROD-104,Organic Lavender Candle,Home Decor,4,2025-02-07 04:36:15,12.0,CUST-10862,United Kingdom
INV-500694,PROD-106,Leather Executive Notebook,Stationery,2,2025-08-18 03:23:24,22.5,CUST-10799,United Kingdom
INV-500353,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-12-31 03:19:12,19.99,CUST-10627,United Kingdom
INV-503690,PROD-104,Organic Lavender Candle,Home Decor,2,2025-02-20 23:08:43,12.0,CUST-10234,United Kingdom
INV-501689,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-09-21 14:12:22,16.75,CUST-10195,Germany
INV-500292,PROD-104,Organic Lavender Candle,Home Decor,10,2025-10-10 09:24:32,12.0,CUST-10440,United Kingdom
INV-500716,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-01-27 08:09:36,34.5,CUST-10789,United Kingdom
INV-504120,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-08-14 18:21:24,19.99,CUST-10156,United Kingdom
INV-502478,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-10-04 03:14:00,9.99,CUST-11019,United Kingdom
INV-502364,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,3,2025-10-13 07:20:37,9.99,CUST-10353,Spain
INV-500637,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-04-07 02:11:43,18.25,CUST-10812,Germany
INV-502405,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,3,2025-10-11 23:15:04,34.5,CUST-10834,France
INV-501299,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-11-13 07:27:43,19.99,CUST-10532,France
INV-503948,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-10-31 12:03:01,18.25,CUST-10404,Netherlands
INV-500689,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,4,2025-05-27 07:55:48,19.99,CUST-10699,Australia
INV-504439,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-01-04 13:52:36,89.99,CUST-10796,United Kingdom
INV-502606,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-02-04 20:42:06,14.5,CUST-10288,United Kingdom
INV-500711,PROD-106,Leather Executive Notebook,Stationery,2,2025-07-11 03:11:07,22.5,CUST-10089,United Kingdom
INV-502610,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-02-18 16:05:54,19.99,CUST-10966,United Kingdom
INV-500438,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-01-17 06:38:21,28.99,CUST-10584,United Kingdom
INV-503533,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-06-21 15:33:03,9.99,CUST-10981,United Kingdom
INV-503878,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,4,2025-08-08 06:28:21,18.25,CUST-11114,Spain
INV-503341,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-06-07 23:39:40,19.99,CUST-10752,France
INV-503092,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-02-15 19:25:03,14.5,CUST-10715,United Kingdom
INV-504238,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-01-06 04:30:04,19.99,CUST-10827,United Kingdom
INV-501783,PROD-106,Leather Executive Notebook,Stationery,12,2025-04-09 05:29:15,22.5,CUST-10393,United Kingdom
INV-500867,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-08-21 16:36:57,89.99,CUST-11172,United Kingdom
INV-501488,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-02-06 00:34:53,45.0,CUST-10474,United Kingdom
INV-500467,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-10-07 19:18:57,28.99,CUST-10773,United Kingdom
INV-503921,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-12-15 06:22:20,19.99,CUST-10441,Germany
INV-501417,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-10-29 20:22:26,34.5,CUST-10007,France
INV-501776,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,4,2025-06-30 12:14:00,16.75,CUST-10069,United Kingdom
INV-501081,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-04-05 10:22:02,18.25,CUST-10702,United Kingdom
INV-502925,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-04-09 23:27:17,9.99,CUST-10039,United Kingdom
INV-504084,PROD-106,Leather Executive Notebook,Stationery,3,2025-07-07 02:33:56,22.5,CUST-10853,United Kingdom
INV-504061,PROD-106,Leather Executive Notebook,Stationery,3,2025-04-26 20:09:57,22.5,CUST-11052,United Kingdom
INV-501011,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-07-10 23:22:04,45.0,CUST-10276,France
INV-500813,PROD-106,Leather Executive Notebook,Stationery,1,2025-09-10 01:05:02,22.5,CUST-10182,United Kingdom
INV-503946,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-06-10 09:32:44,34.5,CUST-10938,United Kingdom
INV-502316,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-09-13 05:34:56,9.99,CUST-10521,United States
INV-502143,PROD-105,Noise-Cancelling Headphones,Electronics,6,2025-11-19 03:20:20,89.99,CUST-10688,United Kingdom
INV-500272,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-05-08 16:14:33,45.0,CUST-10083,Germany
INV-503644,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-01-18 12:15:53,45.0,CUST-10085,United Kingdom
INV-501716,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,4,2025-10-08 11:27:57,34.5,CUST-11132,United Kingdom
INV-502975,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-08-11 10:41:42,9.99,CUST-10543,France
INV-504100,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-02-23 04:21:15,18.25,CUST-10940,United States
INV-500356,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-02-27 06:46:05,24.0,CUST-11036,Netherlands
INV-500203,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-11-19 21:43:49,14.5,CUST-10724,United States
INV-503745,PROD-104,Organic Lavender Candle,Home Decor,3,2025-12-26 14:29:08,12.0,CUST-10963,United Kingdom
INV-501596,PROD-105,Noise-Cancelling Headphones,Electronics,5,2025-06-23 18:54:38,89.99,CUST-10617,United Kingdom
INV-500496,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-10-07 22:56:38,24.0,CUST-10014,Germany
INV-500062,PROD-106,Leather Executive Notebook,Stationery,1,2025-04-24 19:41:42,22.5,CUST-10724,United Kingdom
INV-501579,PROD-106,Leather Executive Notebook,Stationery,2,2025-10-15 07:21:05,22.5,CUST-10187,United Kingdom
INV-504334,PROD-102,Wireless Ergonomic Mouse,Electronics,10,2025-12-08 08:58:06,28.99,CUST-10233,France
INV-500539,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-05-31 15:13:15,19.99,CUST-10734,United States
INV-504293,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-05-07 11:09:38,28.99,CUST-10457,France
INV-504125,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-06-04 21:59:43,28.99,CUST-10724,United Kingdom
INV-502713,PROD-110,Smart LED Desk Lamp,Electronics,4,2025-09-30 13:53:06,45.0,CUST-10144,United Kingdom
INV-501080,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-04-14 12:00:01,9.99,CUST-10516,United Kingdom
INV-501855,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-10-26 12:01:55,34.5,CUST-11164,Germany
INV-503504,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,12,2025-09-03 20:56:36,24.0,CUST-10532,United Kingdom
INV-503379,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,3,2025-06-25 15:19:38,14.5,CUST-10891,United Kingdom
INV-501598,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-02-08 02:59:05,16.75,CUST-11138,France
INV-501628,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-06-19 20:05:54,19.99,CUST-11067,United Kingdom
INV-503178,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-09-04 22:07:17,19.99,CUST-10203,Netherlands
INV-502647,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-01-26 01:23:48,34.5,CUST-10360,United States
INV-503372,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,3,2025-12-21 13:29:26,16.75,CUST-11149,Australia
INV-501069,PROD-104,Organic Lavender Candle,Home Decor,2,2025-11-02 12:08:42,12.0,CUST-11143,United States
INV-502776,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-01-13 20:49:34,89.99,CUST-10213,United Kingdom
INV-501192,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-11-12 23:14:52,19.99,CUST-10641,United Kingdom
INV-500813,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-11-09 23:21:24,89.99,CUST-10605,Spain
INV-501152,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-02-05 11:04:39,19.99,CUST-11088,United Kingdom
INV-502755,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-06-22 06:52:47,16.75,CUST-10365,United Kingdom
INV-501883,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-01-20 18:54:59,34.5,CUST-10898,United Kingdom
INV-500267,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-11-17 13:30:57,45.0,CUST-10186,United Kingdom
INV-503671,PROD-106,Leather Executive Notebook,Stationery,3,2025-09-21 02:21:38,22.5,CUST-10723,Australia
INV-502812,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,5,2025-05-22 20:27:47,19.99,CUST-11016,United Kingdom
INV-504085,PROD-110,Smart LED Desk Lamp,Electronics,20,2025-05-23 06:58:27,45.0,CUST-10702,United Kingdom
INV-500383,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-04-02 07:59:53,19.99,CUST-10833,United Kingdom
INV-503956,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-12-20 00:44:56,45.0,CUST-10089,United Kingdom
INV-502850,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,5,2025-11-18 14:57:19,14.5,CUST-10756,United Kingdom
INV-503411,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-10-15 06:29:57,24.0,CUST-10988,Netherlands
INV-501049,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,4,2025-08-03 02:08:24,16.75,CUST-10913,United Kingdom
INV-501833,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-12-08 04:34:02,9.99,CUST-10392,United Kingdom
INV-500797,PROD-104,Organic Lavender Candle,Home Decor,1,2025-02-20 17:43:08,12.0,CUST-11173,United Kingdom
INV-504467,PROD-104,Organic Lavender Candle,Home Decor,1,2025-06-02 02:42:45,12.0,CUST-10411,Netherlands
INV-502975,PROD-105,Noise-Cancelling Headphones,Electronics,12,2025-07-05 02:46:42,89.99,CUST-11163,United Kingdom
INV-501290,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-03-04 03:09:50,34.5,CUST-10292,United Kingdom
INV-502187,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-07-09 12:20:36,19.99,CUST-10630,Spain
INV-500066,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-05-05 23:28:02,89.99,CUST-11121,United Kingdom
INV-501392,PROD-104,Organic Lavender Candle,Home Decor,4,2025-05-30 01:50:41,12.0,CUST-10169,United Kingdom
INV-503991,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,3,2025-11-10 09:21:49,34.5,CUST-10889,United Kingdom
INV-503021,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-02-27 10:55:09,19.99,CUST-11090,United Kingdom
